branch,customer_name,order_id,order_sequence,line_index_in_order,item_name_normalized,line_qty,line_amount,customer_total_qty,customer_total_amount,is_sellable_item,report_generated_date,from_date,to_date,page_marker,source_file
Conut Jnah,Person_0182,ORD-000078,78,11,"STRAWBERRY , (R)",4.0,0.0,37.0,12753243.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,31/63,REP_S_00502.csv
Conut Jnah,Person_0182,ORD-000078,78,12,THE ONE CONUT,2.0,0.0,37.0,12753243.22,True,30-Jan-26,01-Jan-2026,30-Jan-2026,31/63,REP_S_00502.csv
Conut Jnah,Person_0182,ORD-000078,78,13,TRIPLE CHOCOLATE CONUT,2.0,0.0,37.0,12753243.22,True,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0182,ORD-000078,78,14,WHIPPED CREAM,2.0,0.0,37.0,12753243.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,ORD-000079,79,1,BROWNIES . (R),2.0,0.0,9.0,2264594.59,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,ORD-000079,79,2,CHIMNEY THE ONE,1.0,1251486.48,9.0,2264594.59,True,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,ORD-000079,79,3,CLASSIC CHIMNEY,1.0,595945.95,9.0,2264594.59,True,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,ORD-000079,79,4,CRUSHED LOTUS,1.0,178783.78,9.0,2264594.59,True,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,ORD-000079,79,5,DELIVERY CHARGE,1.0,238378.38,9.0,2264594.59,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,ORD-000079,79,6,LOTUS SPREAD CHIMNEY,1.0,0.0,9.0,2264594.59,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,ORD-000079,79,7,NUTELLA SPREAD CHIMNEY,1.0,0.0,9.0,2264594.59,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,ORD-000079,79,8,PRESSED,1.0,0.0,9.0,2264594.59,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,ORD-000080,80,1,"CARAMEL SAUCE , (R)",1.0,0.0,9.0,2562567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,ORD-000080,80,2,CHIMNEY PISTACHIO,1.0,1430270.27,9.0,2562567.56,True,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,ORD-000080,80,3,CONUT THE ONE,1.0,893918.92,9.0,2562567.56,True,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,ORD-000080,80,4,DELIVERY CHARGE,1.0,238378.38,9.0,2562567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,ORD-000080,80,5,NO SPREAD,1.0,0.0,9.0,2562567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,ORD-000080,80,6,NUTELLA SPREAD CONUT,1.0,0.0,9.0,2562567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,ORD-000080,80,7,"STRAWBERRY , (R)",1.0,0.0,9.0,2562567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,ORD-000080,80,8,"STRAWBERRY,(R)",2.0,0.0,9.0,2562567.56,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,1,BROWNIES . (R),1.0,0.0,10.0,2324189.19,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,2,"CARAMEL SAUCE , (R)",1.0,0.0,10.0,2324189.19,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,3,CHIMNEY THE ORIGINAL,1.0,1191891.89,10.0,2324189.19,True,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,4,CONUT THE ONE,1.0,893918.92,10.0,2324189.19,True,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,5,DELIVERY CHARGE,1.0,238378.38,10.0,2324189.19,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,6,ICE CREAM ON THE SIDE,1.0,0.0,10.0,2324189.19,False,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,7,NUTELLA SPREAD CHIMNEY,1.0,0.0,10.0,2324189.19,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,8,NUTELLA SPREAD CONUT,1.0,0.0,10.0,2324189.19,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,9,"STRAWBERRY , (R)",1.0,0.0,10.0,2324189.19,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0185,ORD-000081,81,10,WHITE CHOCOLATE SAUCE .(R),1.0,0.0,10.0,2324189.19,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,1,"BROWNIES , (R)",1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,2,BROWNIES . (R),1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,3,CHIMNEY THE ONE,1.0,1251486.48,13.0,3338621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,4,CONUT BOSTON CHEESECAKE,1.0,924378.38,13.0,3338621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,5,CONUT TRIPLE CHOCOLATE,1.0,924378.38,13.0,3338621.62,True,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,6,"CRUSHED LOTUS , (R)",1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,7,DELIVERY CHARGE,1.0,238378.38,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,8,NO SPREAD,1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,9,NUTELLA SAUCE . (R),1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,10,NUTELLA SPREAD CHIMNEY,1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,11,"STRAWBERRY , (R)",1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,12,"STRAWBERRY,(R)",1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,ORD-000082,82,13,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,13.0,3338621.62,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,1,BROWNIES . (R),1.0,0.0,11.0,2383783.78,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,2,CHIMNEY THE ORIGINAL,1.0,1191891.89,11.0,2383783.78,True,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,3,CLASSIC CHIMNEY,1.0,595945.95,11.0,2383783.78,True,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,4,DELIVERY CHARGE,1.0,238378.38,11.0,2383783.78,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,5,ICE CREAM ON THE SIDE,1.0,0.0,11.0,2383783.78,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,6,LOTUS SPREAD CHIMNEY,1.0,178783.78,11.0,2383783.78,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,7,"NUTELLA SAUCE,(R)",1.0,0.0,11.0,2383783.78,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,8,NUTELLA SPREAD CHIMNEY,2.0,0.0,11.0,2383783.78,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,9,PRESSED,1.0,0.0,11.0,2383783.78,False,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,ORD-000083,83,10,STRAWBERRY,1.0,178783.78,11.0,2383783.78,True,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0188,ORD-000084,84,1,CHIMNEY THE ONE,1.0,1251486.48,5.0,1489864.86,True,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0188,ORD-000084,84,2,DELIVERY CHARGE,1.0,238378.38,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0188,ORD-000084,84,3,"LOTUS SAUCE,(R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0188,ORD-000084,84,4,NUTELLA SPREAD CHIMNEY,1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0188,ORD-000084,84,5,"STRAWBERRY,(R)",1.0,0.0,5.0,1489864.86,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,ORD-000085,85,1,"CARAMEL SAUCE , (R)",2.0,0.0,9.0,2026216.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,ORD-000085,85,2,CONUT THE ONE,2.0,1787837.84,9.0,2026216.22,True,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,ORD-000085,85,3,DELIVERY CHARGE,1.0,238378.38,9.0,2026216.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,ORD-000085,85,4,NUTELLA SPREAD CONUT,2.0,0.0,9.0,2026216.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,ORD-000085,85,5,"STRAWBERRY , (R)",2.0,0.0,9.0,2026216.22,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,ORD-000086,86,1,"CARAMEL SAUCE , (R)",1.0,0.0,5.0,1132297.3,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,ORD-000086,86,2,CONUT THE ONE,1.0,893918.92,5.0,1132297.3,True,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,ORD-000086,86,3,DELIVERY CHARGE,1.0,238378.38,5.0,1132297.3,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,ORD-000086,86,4,NUTELLA SPREAD CONUT,1.0,0.0,5.0,1132297.3,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,ORD-000086,86,5,"STRAWBERRY , (R)",1.0,0.0,5.0,1132297.3,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,1,ADD ICE CREAM,1.0,476756.75,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,2,"BROWNIES , (R)",1.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,3,BROWNIES . (R),1.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,4,"CARAMEL SAUCE , (R)",1.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,5,CHIMNEY THE ORIGINAL,1.0,1191891.89,21.0,4678837.83,True,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,6,CONUT THE ONE,3.0,2681756.7600000002,21.0,4678837.83,True,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,7,DELIVERY CHARGE,1.0,238378.38,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,8,ICE CREAM ON THE SIDE,2.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,9,NUTELLA SAUCE . (R),2.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,10,"NUTELLA SAUCE,(R)",1.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,11,NUTELLA SPREAD CHIMNEY,1.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,12,NUTELLA SPREAD CONUT,3.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,13,STRAWBERRIES (R),1.0,90054.05,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,ORD-000087,87,14,"STRAWBERRY , (R)",2.0,0.0,21.0,4678837.83,False,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,1,BOSTON CHEESECAKE MINI,1.0,0.0,10.0,2681756.77,True,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,2,CLASSIC CHIMNEY,1.0,595945.95,10.0,2681756.77,True,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,3,DELIVERY CHARGE,1.0,238378.38,10.0,2681756.77,False,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,4,PISTACHIO MINI,1.0,0.0,10.0,2681756.77,True,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,5,PRESSED,1.0,0.0,10.0,2681756.77,False,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,6,STRAWBERRY,1.0,178783.78,10.0,2681756.77,True,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,7,THE ONE MINI,1.0,0.0,10.0,2681756.77,True,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,8,THE SHARING BOX,1.0,1668648.66,10.0,2681756.77,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,9,TRIPLE CHOCOLATE MINI,1.0,0.0,10.0,2681756.77,True,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0192,ORD-000088,88,10,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,10.0,2681756.77,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0193,ORD-000089,89,1,"BLUEBERRIES , (P)",2.0,81081.08,8.0,2205000.0,True,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0193,ORD-000089,89,2,CHIMNEY THE ONE,1.0,1251486.48,8.0,2205000.0,True,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0193,ORD-000089,89,3,CLASSIC CHIMNEY,1.0,595945.95,8.0,2205000.0,True,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0193,ORD-000089,89,4,DELIVERY CHARGE,1.0,238378.38,8.0,2205000.0,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0193,ORD-000089,89,5,LOTUS SPREAD CHIMNEY,1.0,0.0,8.0,2205000.0,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0193,ORD-000089,89,6,NO SPREAD,1.0,0.0,8.0,2205000.0,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0193,ORD-000089,89,7,PRESSED,1.0,0.0,8.0,2205000.0,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0194,ORD-000090,90,1,CHIMNEY THE ONE,3.0,3754459.44,16.0,4767567.55,True,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0194,ORD-000090,90,2,DELIVERY CHARGE,3.0,715135.14,16.0,4767567.55,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0194,ORD-000090,90,3,LOTUS SAUCE,1.0,178783.78,16.0,4767567.55,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0194,ORD-000090,90,4,"NUTELLA SAUCE,(R)",3.0,0.0,16.0,4767567.55,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0194,ORD-000090,90,5,NUTELLA SPREAD CHIMNEY,3.0,0.0,16.0,4767567.55,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0194,ORD-000090,90,6,"PISTACHIO SAUCE ,(P)",2.0,81081.08,16.0,4767567.55,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0194,ORD-000090,90,7,"STRAWBERRY,(R)",1.0,0.0,16.0,4767567.55,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,1,"BROWNIES , (R)",1.0,0.0,9.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,37/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,2,"CARAMEL SAUCE, (R)",1.0,0.0,9.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,3,CHIMNEY THE ONE,1.0,1251486.48,9.0,2414243.24,True,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,4,CONUT TRIPLE CHOCOLATE,1.0,924378.38,9.0,2414243.24,True,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,5,DELIVERY CHARGE,1.0,238378.38,9.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,6,NUTELLA SAUCE . (R),1.0,0.0,9.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,7,"STRAWBERRY,(R)",1.0,0.0,9.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,8,WHITE CHOCOLATE SPREAD CHIMNEY,1.0,0.0,9.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0195,ORD-000091,91,9,WHITE CHOCOLATE SPREAD CONUT,1.0,0.0,9.0,2414243.24,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,1,"CARAMEL SAUCE, (R)",4.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,2,CHIMNEY BOSTON CHEESECAKE,1.0,1311081.08,42.0,15156891.88,True,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,3,CHIMNEY PISTACHIO,1.0,1430270.27,42.0,15156891.88,True,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,4,CHIMNEY THE ONE,4.0,5005945.92,42.0,15156891.88,True,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,5,CHOCOLATE DRESSING,1.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,6,CLASSIC CHIMNEY,1.0,595945.95,42.0,15156891.88,True,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,7,CONUT PISTACHIO,1.0,1013108.11,42.0,15156891.88,True,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,8,CRUSHED LOTUS .(R),1.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,9,DELIVERY CHARGE,2.0,476756.76,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,10,FULL FAT MILK,1.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,11,HOT CHOCOLATE COMBO,3.0,1986486.48,42.0,15156891.88,True,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,12,NO SPREAD,4.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,13,NUTELLA SPREAD CHIMNEY,4.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,38/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,14,OREO MILKSHAKE,1.0,715135.14,42.0,15156891.88,True,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,15,PISTACHIO TOPPING,1.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,16,REGULAR,1.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,17,"STRAWBERRY , (R)",1.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,18,"STRAWBERRY,(R)",7.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,19,TIRAMISU CHIMNEY,2.0,2622162.16,42.0,15156891.88,True,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0196,ORD-000092,92,20,WHIPPED CREAM,1.0,0.0,42.0,15156891.88,False,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0197,ORD-000093,93,1,"BROWNIES,(R)",1.0,0.0,9.0,1281945.94,False,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0197,ORD-000093,93,2,DELIVERY CHARGE,1.0,238378.38,9.0,1281945.94,False,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
Conut Jnah,Person_0197,ORD-000093,93,3,MINI BERRY MIX,1.0,507216.22,9.0,1281945.94,True,30-Jan-26,01-Jan-2026,30-Jan-2026,39/63,REP_S_00502.csv
