branch,customer_name,line_qty,item_description,line_amount,customer_total_qty,customer_total_amount,order_id,order_sequence,line_index_in_order,report_generated_date,from_date,to_date,page_marker,source_file
Conut Jnah,Person_0182,1.0,"WHIPPED CREAM ,",0.0,37.0,12753243.22,ORD-000078,78,36,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0182,1.0,"WHIPPED CREAM ,",0.0,37.0,12753243.22,ORD-000078,78,37,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,BROWNIES . (R),0.0,9.0,2264594.59,ORD-000079,79,1,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,BROWNIES . (R),0.0,9.0,2264594.59,ORD-000079,79,2,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,CHIMNEY THE ONE,1251486.48,9.0,2264594.59,ORD-000079,79,3,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,CLASSIC CHIMNEY,595945.95,9.0,2264594.59,ORD-000079,79,4,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,CRUSHED LOTUS.,178783.78,9.0,2264594.59,ORD-000079,79,5,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,DELIVERY CHARGE,238378.38,9.0,2264594.59,ORD-000079,79,6,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,LOTUS SPREAD CHIMNEY.,0.0,9.0,2264594.59,ORD-000079,79,7,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,NUTELLA SPREAD CHIMNEY.,0.0,9.0,2264594.59,ORD-000079,79,8,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0183,1.0,PRESSED,0.0,9.0,2264594.59,ORD-000079,79,9,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,"CARAMEL SAUCE , (R)",0.0,9.0,2562567.56,ORD-000080,80,1,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,CHIMNEY PISTACHIO,1430270.27,9.0,2562567.56,ORD-000080,80,2,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,CONUT THE ONE,893918.92,9.0,2562567.56,ORD-000080,80,3,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,DELIVERY CHARGE,238378.38,9.0,2562567.56,ORD-000080,80,4,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,"NO SPREAD,,",0.0,9.0,2562567.56,ORD-000080,80,5,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,NUTELLA SPREAD CONUT.,0.0,9.0,2562567.56,ORD-000080,80,6,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,"STRAWBERRY , (R)",0.0,9.0,2562567.56,ORD-000080,80,7,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,"STRAWBERRY,(R)",0.0,9.0,2562567.56,ORD-000080,80,8,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0184,1.0,"STRAWBERRY,(R)",0.0,9.0,2562567.56,ORD-000080,80,9,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,BROWNIES . (R),0.0,10.0,2324189.19,ORD-000081,81,1,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,"CARAMEL SAUCE , (R)",0.0,10.0,2324189.19,ORD-000081,81,2,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,CHIMNEY THE ORIGINAL,1191891.89,10.0,2324189.19,ORD-000081,81,3,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,CONUT THE ONE,893918.92,10.0,2324189.19,ORD-000081,81,4,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,DELIVERY CHARGE,238378.38,10.0,2324189.19,ORD-000081,81,5,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,ICE CREAM ON THE SIDE,0.0,10.0,2324189.19,ORD-000081,81,6,30-Jan-26,01-Jan-2026,30-Jan-2026,32/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,NUTELLA SPREAD CHIMNEY.,0.0,10.0,2324189.19,ORD-000081,81,7,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,NUTELLA SPREAD CONUT.,0.0,10.0,2324189.19,ORD-000081,81,8,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,"STRAWBERRY , (R)",0.0,10.0,2324189.19,ORD-000081,81,9,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0185,1.0,WHITE CHOCOLATE SAUCE .(R),0.0,10.0,2324189.19,ORD-000081,81,10,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,"BROWNIES , (R)",0.0,13.0,3338621.62,ORD-000082,82,1,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,BROWNIES . (R),0.0,13.0,3338621.62,ORD-000082,82,2,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,CHIMNEY THE ONE,1251486.48,13.0,3338621.62,ORD-000082,82,3,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,CONUT BOSTON CHEESECAKE,924378.38,13.0,3338621.62,ORD-000082,82,4,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,CONUT TRIPLE CHOCOLATE,924378.38,13.0,3338621.62,ORD-000082,82,5,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,"CRUSHED LOTUS , (R)",0.0,13.0,3338621.62,ORD-000082,82,6,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,DELIVERY CHARGE,238378.38,13.0,3338621.62,ORD-000082,82,7,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,NO SPREAD..,0.0,13.0,3338621.62,ORD-000082,82,8,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,NUTELLA SAUCE . (R),0.0,13.0,3338621.62,ORD-000082,82,9,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,NUTELLA SPREAD CHIMNEY.,0.0,13.0,3338621.62,ORD-000082,82,10,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,"STRAWBERRY , (R)",0.0,13.0,3338621.62,ORD-000082,82,11,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,"STRAWBERRY,(R)",0.0,13.0,3338621.62,ORD-000082,82,12,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0186,1.0,WHITE CHOCOLATE SPREAD CONUT.,0.0,13.0,3338621.62,ORD-000082,82,13,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,BROWNIES . (R),0.0,11.0,2383783.78,ORD-000083,83,1,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,CHIMNEY THE ORIGINAL,1191891.89,11.0,2383783.78,ORD-000083,83,2,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,CLASSIC CHIMNEY,595945.95,11.0,2383783.78,ORD-000083,83,3,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,DELIVERY CHARGE,238378.38,11.0,2383783.78,ORD-000083,83,4,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,ICE CREAM ON THE SIDE,0.0,11.0,2383783.78,ORD-000083,83,5,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,LOTUS SPREAD CHIMNEY,178783.78,11.0,2383783.78,ORD-000083,83,6,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,"NUTELLA SAUCE,(R)",0.0,11.0,2383783.78,ORD-000083,83,7,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,NUTELLA SPREAD CHIMNEY.,0.0,11.0,2383783.78,ORD-000083,83,8,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,NUTELLA SPREAD CHIMNEY.,0.0,11.0,2383783.78,ORD-000083,83,9,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,PRESSED,0.0,11.0,2383783.78,ORD-000083,83,10,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0187,1.0,STRAWBERRY.,178783.78,11.0,2383783.78,ORD-000083,83,11,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0188,1.0,CHIMNEY THE ONE,1251486.48,5.0,1489864.86,ORD-000084,84,1,30-Jan-26,01-Jan-2026,30-Jan-2026,33/63,REP_S_00502.csv
Conut Jnah,Person_0188,1.0,DELIVERY CHARGE,238378.38,5.0,1489864.86,ORD-000084,84,2,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0188,1.0,"LOTUS SAUCE,(R)",0.0,5.0,1489864.86,ORD-000084,84,3,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0188,1.0,NUTELLA SPREAD CHIMNEY.,0.0,5.0,1489864.86,ORD-000084,84,4,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0188,1.0,"STRAWBERRY,(R)",0.0,5.0,1489864.86,ORD-000084,84,5,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,"CARAMEL SAUCE , (R)",0.0,9.0,2026216.22,ORD-000085,85,1,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,"CARAMEL SAUCE , (R)",0.0,9.0,2026216.22,ORD-000085,85,2,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,"CARAMEL SAUCE , (R)",0.0,9.0,2026216.22,ORD-000085,85,3,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,-1.0,"CARAMEL SAUCE , (R)",0.0,9.0,2026216.22,ORD-000085,85,4,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,-1.0,CONUT THE ONE,-893918.92,9.0,2026216.22,ORD-000085,85,5,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,CONUT THE ONE,893918.92,9.0,2026216.22,ORD-000085,85,6,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,CONUT THE ONE,893918.92,9.0,2026216.22,ORD-000085,85,7,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,CONUT THE ONE,893918.92,9.0,2026216.22,ORD-000085,85,8,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,DELIVERY CHARGE,238378.38,9.0,2026216.22,ORD-000085,85,9,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,DELIVERY CHARGE,238378.38,9.0,2026216.22,ORD-000085,85,10,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,-1.0,DELIVERY CHARGE,-238378.38,9.0,2026216.22,ORD-000085,85,11,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,-1.0,NUTELLA SPREAD CONUT.,0.0,9.0,2026216.22,ORD-000085,85,12,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,NUTELLA SPREAD CONUT.,0.0,9.0,2026216.22,ORD-000085,85,13,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,NUTELLA SPREAD CONUT.,0.0,9.0,2026216.22,ORD-000085,85,14,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,NUTELLA SPREAD CONUT.,0.0,9.0,2026216.22,ORD-000085,85,15,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,"STRAWBERRY , (R)",0.0,9.0,2026216.22,ORD-000085,85,16,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,"STRAWBERRY , (R)",0.0,9.0,2026216.22,ORD-000085,85,17,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,1.0,"STRAWBERRY , (R)",0.0,9.0,2026216.22,ORD-000085,85,18,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0189,-1.0,"STRAWBERRY , (R)",0.0,9.0,2026216.22,ORD-000085,85,19,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,1.0,"CARAMEL SAUCE , (R)",0.0,5.0,1132297.3,ORD-000086,86,1,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,1.0,CONUT THE ONE,893918.92,5.0,1132297.3,ORD-000086,86,2,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,1.0,DELIVERY CHARGE,238378.38,5.0,1132297.3,ORD-000086,86,3,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,1.0,NUTELLA SPREAD CONUT.,0.0,5.0,1132297.3,ORD-000086,86,4,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0190,1.0,"STRAWBERRY , (R)",0.0,5.0,1132297.3,ORD-000086,86,5,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,ADD ICE CREAM,476756.75,21.0,4678837.83,ORD-000087,87,1,30-Jan-26,01-Jan-2026,30-Jan-2026,34/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,ADD ICE CREAM,476756.75,21.0,4678837.83,ORD-000087,87,2,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,ADD ICE CREAM,-476756.75,21.0,4678837.83,ORD-000087,87,3,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"BROWNIES , (R)",0.0,21.0,4678837.83,ORD-000087,87,4,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,BROWNIES . (R),0.0,21.0,4678837.83,ORD-000087,87,5,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,BROWNIES . (R),0.0,21.0,4678837.83,ORD-000087,87,6,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,BROWNIES . (R),0.0,21.0,4678837.83,ORD-000087,87,7,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,BROWNIES . (R),0.0,21.0,4678837.83,ORD-000087,87,8,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,BROWNIES . (R),0.0,21.0,4678837.83,ORD-000087,87,9,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"CARAMEL SAUCE , (R)",0.0,21.0,4678837.83,ORD-000087,87,10,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"CARAMEL SAUCE, (R)",0.0,21.0,4678837.83,ORD-000087,87,11,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,"CARAMEL SAUCE, (R)",0.0,21.0,4678837.83,ORD-000087,87,12,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,CHIMNEY THE ONE,-1251486.48,21.0,4678837.83,ORD-000087,87,13,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,CHIMNEY THE ONE,-1251486.48,21.0,4678837.83,ORD-000087,87,14,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,CHIMNEY THE ONE,-1251486.48,21.0,4678837.83,ORD-000087,87,15,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,CHIMNEY THE ONE,1251486.48,21.0,4678837.83,ORD-000087,87,16,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,CHIMNEY THE ONE,1251486.48,21.0,4678837.83,ORD-000087,87,17,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,CHIMNEY THE ONE,1251486.48,21.0,4678837.83,ORD-000087,87,18,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,CHIMNEY THE ORIGINAL,1191891.89,21.0,4678837.83,ORD-000087,87,19,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,CHIMNEY THE ORIGINAL,1191891.89,21.0,4678837.83,ORD-000087,87,20,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,CHIMNEY THE ORIGINAL,-1191891.89,21.0,4678837.83,ORD-000087,87,21,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,CONUT THE ONE,893918.92,21.0,4678837.83,ORD-000087,87,22,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,CONUT THE ONE,893918.92,21.0,4678837.83,ORD-000087,87,23,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,CONUT THE ONE,893918.92,21.0,4678837.83,ORD-000087,87,24,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,DELIVERY CHARGE,238378.38,21.0,4678837.83,ORD-000087,87,25,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,DELIVERY CHARGE,238378.38,21.0,4678837.83,ORD-000087,87,26,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,DELIVERY CHARGE,-238378.38,21.0,4678837.83,ORD-000087,87,27,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,ICE CREAM ON THE SIDE,0.0,21.0,4678837.83,ORD-000087,87,28,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,ICE CREAM ON THE SIDE,0.0,21.0,4678837.83,ORD-000087,87,29,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,ICE CREAM ON THE SIDE,0.0,21.0,4678837.83,ORD-000087,87,30,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,ICE CREAM ON THE SIDE,0.0,21.0,4678837.83,ORD-000087,87,31,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,ICE CREAM ON THE SIDE,0.0,21.0,4678837.83,ORD-000087,87,32,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,ICE CREAM ON THE SIDE,0.0,21.0,4678837.83,ORD-000087,87,33,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SAUCE . (R),0.0,21.0,4678837.83,ORD-000087,87,34,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SAUCE . (R),0.0,21.0,4678837.83,ORD-000087,87,35,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"NUTELLA SAUCE,(R)",0.0,21.0,4678837.83,ORD-000087,87,36,30-Jan-26,01-Jan-2026,30-Jan-2026,35/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"NUTELLA SAUCE,(R)",0.0,21.0,4678837.83,ORD-000087,87,37,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"NUTELLA SAUCE,(R)",0.0,21.0,4678837.83,ORD-000087,87,38,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"NUTELLA SAUCE,(R)",0.0,21.0,4678837.83,ORD-000087,87,39,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,"NUTELLA SAUCE,(R)",0.0,21.0,4678837.83,ORD-000087,87,40,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,"NUTELLA SAUCE,(R)",0.0,21.0,4678837.83,ORD-000087,87,41,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,"NUTELLA SAUCE,(R)",0.0,21.0,4678837.83,ORD-000087,87,42,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,43,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,44,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,45,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,-1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,46,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,47,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,48,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,49,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,50,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SPREAD CHIMNEY.,0.0,21.0,4678837.83,ORD-000087,87,51,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SPREAD CONUT.,0.0,21.0,4678837.83,ORD-000087,87,52,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SPREAD CONUT.,0.0,21.0,4678837.83,ORD-000087,87,53,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,NUTELLA SPREAD CONUT.,0.0,21.0,4678837.83,ORD-000087,87,54,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,STRAWBERRIES (R),90054.05,21.0,4678837.83,ORD-000087,87,55,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"STRAWBERRY , (R)",0.0,21.0,4678837.83,ORD-000087,87,56,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
Conut Jnah,Person_0191,1.0,"STRAWBERRY , (R)",0.0,21.0,4678837.83,ORD-000087,87,57,30-Jan-26,01-Jan-2026,30-Jan-2026,36/63,REP_S_00502.csv
